order_id,product_id,quantity,price,created_at
54,378,5,122.58,2025-10-19 19:07:37.430541
55,317,6,233.74,2025-08-16 19:07:37.430575
55,34,7,88.3,2025-08-16 19:07:37.430575
56,35,1,204.9,2025-10-07 19:07:37.430609
57,227,9,455.76,2025-09-24 19:07:37.430642
57,234,6,347.15,2025-09-24 19:07:37.430642
58,390,4,139.95,2025-09-01 19:07:37.430685
58,207,8,435.6,2025-09-01 19:07:37.430685
58,149,7,80.19,2025-09-01 19:07:37.430685
59,253,5,128.59,2025-10-31 19:07:37.430721
60,69,4,45.39,2025-09-22 19:07:37.430754
60,86,2,474.83,2025-09-22 19:07:37.430754
60,227,1,455.76,2025-09-22 19:07:37.430754
61,114,8,220.05,2025-09-12 19:07:37.430788
61,280,2,22.26,2025-09-12 19:07:37.430788
62,318,6,305.62,2025-09-14 19:07:37.430821
63,197,3,79.21,2025-08-26 19:07:37.430854
63,293,5,68.79,2025-08-26 19:07:37.430854
63,485,3,309.91,2025-08-26 19:07:37.430854
64,291,4,123.15,2025-10-22 19:07:37.430888
64,471,2,172.44,2025-10-22 19:07:37.430888
64,378,4,122.58,2025-10-22 19:07:37.430888
65,417,8,5.61,2025-09-28 19:07:37.430921
65,273,8,302.4,2025-09-28 19:07:37.430921
65,135,9,106.5,2025-09-28 19:07:37.430921
65,8,5,430.67,2025-09-28 19:07:37.430921
66,126,3,208.55,2025-10-25 19:07:37.430955
66,447,7,71.23,2025-10-25 19:07:37.430955
66,460,4,40.68,2025-10-25 19:07:37.430955
66,357,9,106.89,2025-10-25 19:07:37.430955
67,372,6,496.7,2025-09-16 19:07:37.430987
67,122,7,144.08,2025-09-16 19:07:37.430987
67,29,9,314.06,2025-09-16 19:07:37.430987
68,176,3,147.87,2025-09-22 19:07:37.431020
68,184,1,398.66,2025-09-22 19:07:37.431020
68,137,1,182.29,2025-09-22 19:07:37.431020
68,418,8,463.95,2025-09-22 19:07:37.431020
69,135,3,106.5,2025-10-22 19:07:37.431054
70,134,2,379.76,2025-08-15 19:07:37.431086
70,499,5,219.84,2025-08-15 19:07:37.431086
70,458,4,79.33,2025-08-15 19:07:37.431086
71,164,8,180.78,2025-10-31 19:07:37.431119
71,69,5,45.39,2025-10-31 19:07:37.431119
72,252,3,331.1,2025-09-24 19:07:37.431158
73,168,6,168.52,2025-10-26 19:07:37.431191
74,178,9,495.03,2025-10-30 19:07:37.431225
74,301,7,293.17,2025-10-30 19:07:37.431225
75,137,6,182.29,2025-10-15 19:07:37.431258
75,47,5,279.82,2025-10-15 19:07:37.431258
76,257,6,62.06,2025-10-22 19:07:37.431291
76,294,3,280.31,2025-10-22 19:07:37.431291
76,275,3,64.57,2025-10-22 19:07:37.431291
76,195,7,439.0,2025-10-22 19:07:37.431291
77,379,2,303.71,2025-10-18 19:07:37.431324
77,154,2,185.31,2025-10-18 19:07:37.431324
78,122,7,144.08,2025-10-13 19:07:37.431359
78,387,7,179.05,2025-10-13 19:07:37.431359
78,89,4,18.12,2025-10-13 19:07:37.431359
79,473,8,102.75,2025-09-30 19:07:37.431392
79,72,9,23.49,2025-09-30 19:07:37.431392
79,366,5,92.69,2025-09-30 19:07:37.431392
80,373,3,59.01,2025-09-05 19:07:37.431425
80,437,8,438.67,2025-09-05 19:07:37.431425
81,405,4,300.54,2025-08-26 19:07:37.431458
81,40,7,317.99,2025-08-26 19:07:37.431458
81,495,6,301.69,2025-08-26 19:07:37.431458
81,69,5,45.39,2025-08-26 19:07:37.431458
82,170,2,44.72,2025-08-27 19:07:37.431491
83,260,8,43.09,2025-10-08 19:07:37.431525
84,459,1,28.68,2025-10-29 19:07:37.431558
84,370,5,414.29,2025-10-29 19:07:37.431558
84,57,7,489.55,2025-10-29 19:07:37.431558
84,218,5,95.05,2025-10-29 19:07:37.431558
85,31,6,453.88,2025-10-25 19:07:37.431591
86,72,7,23.49,2025-09-14 19:07:37.431624
86,418,5,463.95,2025-09-14 19:07:37.431624
86,398,4,141.03,2025-09-14 19:07:37.431624
86,329,1,476.02,2025-09-14 19:07:37.431624
87,128,6,308.64,2025-09-04 19:07:37.431657
87,403,9,275.62,2025-09-04 19:07:37.431657
87,181,6,416.16,2025-09-04 19:07:37.431657
87,59,9,101.65,2025-09-04 19:07:37.431657
88,192,8,439.92,2025-10-23 19:07:37.431701
89,400,4,228.63,2025-08-22 19:07:37.431735
90,134,5,379.76,2025-08-05 19:07:37.431769
90,213,4,317.97,2025-08-05 19:07:37.431769
90,482,6,281.23,2025-08-05 19:07:37.431769
90,425,1,437.3,2025-08-05 19:07:37.431769
91,71,6,190.91,2025-09-02 19:07:37.431823
91,435,1,255.52,2025-09-02 19:07:37.431823
92,308,9,114.28,2025-09-29 19:07:37.431864
93,466,3,385.77,2025-09-23 19:07:37.431901
93,242,2,221.41,2025-09-23 19:07:37.431901
93,42,8,297.49,2025-09-23 19:07:37.431901
94,423,8,48.38,2025-08-13 19:07:37.431939
94,243,2,201.34,2025-08-13 19:07:37.431939
94,77,8,202.42,2025-08-13 19:07:37.431939
95,343,1,259.43,2025-09-07 19:07:37.431975
95,222,6,280.58,2025-09-07 19:07:37.431975
95,172,9,433.43,2025-09-07 19:07:37.431975
96,179,7,73.72,2025-10-17 19:07:37.432013
96,365,6,366.76,2025-10-17 19:07:37.432013
96,280,3,22.26,2025-10-17 19:07:37.432013
96,83,4,50.44,2025-10-17 19:07:37.432013
97,265,4,39.66,2025-10-19 19:07:37.432049
97,358,8,65.87,2025-10-19 19:07:37.432049
97,221,8,56.53,2025-10-19 19:07:37.432049
98,191,5,315.72,2025-10-01 19:07:37.432086
98,437,6,438.67,2025-10-01 19:07:37.432086
98,170,7,44.72,2025-10-01 19:07:37.432086
98,45,7,73.07,2025-10-01 19:07:37.432086
99,500,6,368.14,2025-08-29 19:07:37.432132
100,37,5,488.42,2025-09-25 19:07:37.432170
100,18,7,103.43,2025-09-25 19:07:37.432170
100,492,6,311.7,2025-09-25 19:07:37.432170
101,385,4,8.74,2025-10-14 19:07:37.432207
101,243,3,201.34,2025-10-14 19:07:37.432207
101,215,4,253.59,2025-10-14 19:07:37.432207
102,252,8,331.1,2025-08-23 19:07:37.432243
102,256,9,21.8,2025-08-23 19:07:37.432243
102,131,5,419.97,2025-08-23 19:07:37.432243
103,142,6,320.14,2025-08-28 19:07:37.432280
103,123,4,230.55,2025-08-28 19:07:37.432280
103,168,3,168.52,2025-08-28 19:07:37.432280
103,379,5,303.71,2025-08-28 19:07:37.432280
104,160,1,345.15,2025-10-09 19:07:37.432317
105,255,6,463.0,2025-10-19 19:07:37.432353
106,437,8,438.67,2025-09-07 19:07:37.432389
106,409,8,203.59,2025-09-07 19:07:37.432389
106,32,8,431.06,2025-09-07 19:07:37.432389
107,206,3,61.05,2025-09-18 19:07:37.432426
107,228,4,413.43,2025-09-18 19:07:37.432426
107,239,5,419.86,2025-09-18 19:07:37.432426
107,45,9,73.07,2025-09-18 19:07:37.432426
108,281,1,198.63,2025-09-25 19:07:37.432463
108,430,8,204.48,2025-09-25 19:07:37.432463
108,176,1,147.87,2025-09-25 19:07:37.432463
108,80,2,95.52,2025-09-25 19:07:37.432463
109,207,8,435.6,2025-08-18 19:07:37.432500
109,177,3,298.97,2025-08-18 19:07:37.432500
109,55,9,361.87,2025-08-18 19:07:37.432500
110,56,9,256.86,2025-10-28 19:07:37.432539
110,314,3,105.83,2025-10-28 19:07:37.432539
110,88,1,343.56,2025-10-28 19:07:37.432539
110,144,8,201.29,2025-10-28 19:07:37.432539
111,215,8,253.59,2025-09-18 19:07:37.432575
112,182,7,106.48,2025-08-23 19:07:37.432612
113,187,5,228.71,2025-10-15 19:07:37.432648
113,478,5,70.21,2025-10-15 19:07:37.432648
114,383,3,240.96,2025-08-17 19:07:37.432695
114,390,7,139.95,2025-08-17 19:07:37.432695
114,481,2,290.7,2025-08-17 19:07:37.432695
115,12,4,378.9,2025-10-09 19:07:37.432734
115,301,8,293.17,2025-10-09 19:07:37.432734
115,443,6,498.36,2025-10-09 19:07:37.432734
115,353,5,227.14,2025-10-09 19:07:37.432734
116,303,6,299.23,2025-10-08 19:07:37.432770
116,301,9,293.17,2025-10-08 19:07:37.432770
116,24,4,362.26,2025-10-08 19:07:37.432770
117,347,5,122.58,2025-10-12 19:07:37.432806
118,200,5,293.78,2025-08-12 19:07:37.432843
118,489,4,66.73,2025-08-12 19:07:37.432843
118,372,8,496.7,2025-08-12 19:07:37.432843
119,424,5,413.52,2025-10-31 19:07:37.432879
120,382,1,78.75,2025-08-22 19:07:37.432916
121,162,4,284.16,2025-08-24 19:07:37.432954
121,344,5,450.85,2025-08-24 19:07:37.432954
121,161,7,268.65,2025-08-24 19:07:37.432954
121,449,9,165.13,2025-08-24 19:07:37.432954
122,492,3,311.7,2025-10-15 19:07:37.432991
122,335,6,363.79,2025-10-15 19:07:37.432991
122,464,6,277.06,2025-10-15 19:07:37.432991
123,123,6,230.55,2025-09-26 19:07:37.433028
124,273,5,302.4,2025-09-28 19:07:37.433064
125,406,8,363.64,2025-10-04 19:07:37.433100
125,125,1,493.17,2025-10-04 19:07:37.433100
125,341,3,132.55,2025-10-04 19:07:37.433100
125,178,8,495.03,2025-10-04 19:07:37.433100
126,170,7,44.72,2025-09-12 19:07:37.433153
126,69,9,45.39,2025-09-12 19:07:37.433153
126,277,2,316.74,2025-09-12 19:07:37.433153
127,404,5,299.27,2025-08-20 19:07:37.433186
127,461,3,478.47,2025-08-20 19:07:37.433186
127,332,7,408.34,2025-08-20 19:07:37.433186
128,37,6,488.42,2025-09-05 19:07:37.433220
129,26,8,240.31,2025-09-23 19:07:37.433252
129,457,4,308.9,2025-09-23 19:07:37.433252
129,21,5,188.56,2025-09-23 19:07:37.433252
130,25,7,356.78,2025-08-27 19:07:37.433286
130,143,5,177.39,2025-08-27 19:07:37.433286
130,419,1,385.46,2025-08-27 19:07:37.433286
130,43,9,405.7,2025-08-27 19:07:37.433286
131,185,4,408.21,2025-08-09 19:07:37.433319
132,84,2,239.72,2025-09-09 19:07:37.433352
133,353,8,227.14,2025-09-02 19:07:37.433385
133,404,5,299.27,2025-09-02 19:07:37.433385
133,486,8,392.98,2025-09-02 19:07:37.433385
133,235,8,290.38,2025-09-02 19:07:37.433385
134,292,6,98.66,2025-10-22 19:07:37.433418
134,464,4,277.06,2025-10-22 19:07:37.433418
134,143,7,177.39,2025-10-22 19:07:37.433418
135,221,1,56.53,2025-08-31 19:07:37.433451
135,277,4,316.74,2025-08-31 19:07:37.433451
135,27,7,208.14,2025-08-31 19:07:37.433451
135,93,9,54.89,2025-08-31 19:07:37.433451
136,52,9,486.96,2025-10-13 19:07:37.433484
137,57,8,489.55,2025-08-28 19:07:37.433517
138,363,7,263.26,2025-08-22 19:07:37.433550
138,373,4,59.01,2025-08-22 19:07:37.433550
138,197,5,79.21,2025-08-22 19:07:37.433550
138,459,9,28.68,2025-08-22 19:07:37.433550
139,336,9,242.24,2025-08-27 19:07:37.433583
139,478,4,70.21,2025-08-27 19:07:37.433583
139,255,2,463.0,2025-08-27 19:07:37.433583
139,494,3,37.1,2025-08-27 19:07:37.433583
140,149,6,80.19,2025-08-07 19:07:37.433616
140,299,5,466.35,2025-08-07 19:07:37.433616
141,108,5,419.3,2025-08-08 19:07:37.433649
141,393,4,459.29,2025-08-08 19:07:37.433649
142,26,2,240.31,2025-08-19 19:07:37.433691
142,83,3,50.44,2025-08-19 19:07:37.433691
142,329,4,476.02,2025-08-19 19:07:37.433691
142,256,1,21.8,2025-08-19 19:07:37.433691
143,63,7,42.3,2025-10-19 19:07:37.433726
144,290,9,126.42,2025-10-08 19:07:37.433759
144,105,5,395.86,2025-10-08 19:07:37.433759
144,15,3,423.04,2025-10-08 19:07:37.433759
145,412,3,298.44,2025-10-12 19:07:37.433791
145,102,4,424.34,2025-10-12 19:07:37.433791
145,344,5,450.85,2025-10-12 19:07:37.433791
146,9,1,11.57,2025-09-26 19:07:37.433825
147,65,3,468.4,2025-10-05 19:07:37.433859
147,495,5,301.69,2025-10-05 19:07:37.433859
148,282,7,26.97,2025-08-24 19:07:37.433892
148,30,8,97.35,2025-08-24 19:07:37.433892
148,492,9,311.7,2025-08-24 19:07:37.433892
149,406,9,363.64,2025-08-19 19:07:37.433926
149,184,9,398.66,2025-08-19 19:07:37.433926
149,330,4,468.43,2025-08-19 19:07:37.433926
149,105,7,395.86,2025-08-19 19:07:37.433926
150,437,1,438.67,2025-08-09 19:07:37.433959
151,314,3,105.83,2025-09-09 19:07:37.433992
151,446,8,368.14,2025-09-09 19:07:37.433992
152,140,5,393.41,2025-08-23 19:07:37.434025
152,253,1,128.59,2025-08-23 19:07:37.434025
153,107,9,354.39,2025-10-28 19:07:37.434059
153,259,3,300.15,2025-10-28 19:07:37.434059
153,146,4,248.6,2025-10-28 19:07:37.434059
153,60,2,385.43,2025-10-28 19:07:37.434059
154,477,9,138.32,2025-10-17 19:07:37.434093
154,316,7,21.1,2025-10-17 19:07:37.434093
154,456,3,250.25,2025-10-17 19:07:37.434093
154,246,6,57.77,2025-10-17 19:07:37.434093
155,417,6,5.61,2025-08-05 19:07:37.434130
156,237,3,74.31,2025-08-30 19:07:37.434164
156,107,3,354.39,2025-08-30 19:07:37.434164
156,339,8,498.19,2025-08-30 19:07:37.434164
156,333,5,276.06,2025-08-30 19:07:37.434164
157,13,9,470.05,2025-09-24 19:07:37.434198
157,441,1,75.41,2025-09-24 19:07:37.434198
157,98,8,495.3,2025-09-24 19:07:37.434198
157,293,7,68.79,2025-09-24 19:07:37.434198
158,60,5,385.43,2025-09-16 19:07:37.434232
159,44,3,347.01,2025-10-21 19:07:37.434265
159,186,2,161.52,2025-10-21 19:07:37.434265
159,162,9,284.16,2025-10-21 19:07:37.434265
160,132,4,42.3,2025-09-15 19:07:37.434298
161,474,2,424.02,2025-09-02 19:07:37.434331
161,35,3,204.9,2025-09-02 19:07:37.434331
161,390,3,139.95,2025-09-02 19:07:37.434331
162,437,4,438.67,2025-10-14 19:07:37.434364
162,243,8,201.34,2025-10-14 19:07:37.434364
162,462,3,495.84,2025-10-14 19:07:37.434364
163,29,7,314.06,2025-08-05 19:07:37.434397
163,23,2,194.55,2025-08-05 19:07:37.434397
164,467,4,106.82,2025-09-15 19:07:37.434430
164,311,2,492.07,2025-09-15 19:07:37.434430
165,135,7,106.5,2025-09-10 19:07:37.434463
165,464,3,277.06,2025-09-10 19:07:37.434463
165,156,1,460.83,2025-09-10 19:07:37.434463
166,147,5,312.3,2025-10-25 19:07:37.434495
166,87,4,314.8,2025-10-25 19:07:37.434495
166,269,1,236.32,2025-10-25 19:07:37.434495
166,438,2,311.7,2025-10-25 19:07:37.434495
167,467,4,106.82,2025-09-15 19:07:37.434528
167,22,6,297.69,2025-09-15 19:07:37.434528
167,375,5,162.01,2025-09-15 19:07:37.434528
167,39,2,45.02,2025-09-15 19:07:37.434528
168,300,8,38.58,2025-08-07 19:07:37.434561
169,396,2,397.9,2025-09-05 19:07:37.434594
170,156,6,460.83,2025-09-23 19:07:37.434628
170,465,3,15.37,2025-09-23 19:07:37.434628
170,455,8,131.06,2025-09-23 19:07:37.434628
171,332,3,408.34,2025-08-31 19:07:37.434661
171,465,9,15.37,2025-08-31 19:07:37.434661
171,266,6,203.96,2025-08-31 19:07:37.434661
171,102,9,424.34,2025-08-31 19:07:37.434661
172,214,5,487.89,2025-10-15 19:07:37.434704
173,91,6,471.03,2025-09-18 19:07:37.434737
174,363,8,263.26,2025-09-24 19:07:37.434770
174,101,2,448.28,2025-09-24 19:07:37.434770
175,60,2,385.43,2025-08-19 19:07:37.434803
175,250,5,72.73,2025-08-19 19:07:37.434803
175,227,3,455.76,2025-08-19 19:07:37.434803
175,456,7,250.25,2025-08-19 19:07:37.434803
176,44,5,347.01,2025-10-22 19:07:37.434837
177,345,4,195.0,2025-09-19 19:07:37.434870
177,337,8,171.76,2025-09-19 19:07:37.434870
177,405,2,300.54,2025-09-19 19:07:37.434870
177,287,1,442.04,2025-09-19 19:07:37.434870
178,204,3,327.43,2025-08-26 19:07:37.434904
178,121,1,315.64,2025-08-26 19:07:37.434904
179,152,8,175.82,2025-09-18 19:07:37.434937
179,188,8,272.19,2025-09-18 19:07:37.434937
179,74,8,482.8,2025-09-18 19:07:37.434937
179,448,4,342.08,2025-09-18 19:07:37.434937
180,329,7,476.02,2025-09-17 19:07:37.434970
180,78,2,96.25,2025-09-17 19:07:37.434970
180,377,8,283.9,2025-09-17 19:07:37.434970
180,13,5,470.05,2025-09-17 19:07:37.434970
181,476,3,281.12,2025-08-11 19:07:37.435004
181,23,2,194.55,2025-08-11 19:07:37.435004
181,61,3,457.86,2025-08-11 19:07:37.435004
182,320,9,158.63,2025-08-29 19:07:37.435037
182,308,4,114.28,2025-08-29 19:07:37.435037
182,451,5,229.92,2025-08-29 19:07:37.435037
182,67,9,425.09,2025-08-29 19:07:37.435037
183,339,2,498.19,2025-10-01 19:07:37.435069
183,172,5,433.43,2025-10-01 19:07:37.435069
183,448,6,342.08,2025-10-01 19:07:37.435069
184,334,6,25.17,2025-10-15 19:07:37.435102
185,67,4,425.09,2025-08-19 19:07:37.435140
185,102,8,424.34,2025-08-19 19:07:37.435140
186,409,6,203.59,2025-10-19 19:07:37.435174
186,304,7,411.65,2025-10-19 19:07:37.435174
186,47,5,279.82,2025-10-19 19:07:37.435174
187,348,9,39.22,2025-11-01 19:07:37.435207
187,372,6,496.7,2025-11-01 19:07:37.435207
188,257,5,62.06,2025-08-21 19:07:37.435240
189,85,9,176.42,2025-08-20 19:07:37.435273
190,47,5,279.82,2025-08-13 19:07:37.435306
191,487,6,374.14,2025-08-22 19:07:37.435339
191,342,7,176.24,2025-08-22 19:07:37.435339
191,6,5,264.76,2025-08-22 19:07:37.435339
192,346,5,121.72,2025-10-06 19:07:37.435372
192,73,8,67.89,2025-10-06 19:07:37.435372
192,270,4,25.84,2025-10-06 19:07:37.435372
192,116,5,293.77,2025-10-06 19:07:37.435372
193,29,3,314.06,2025-10-07 19:07:37.435405
194,392,7,96.37,2025-09-26 19:07:37.435438
194,117,3,115.68,2025-09-26 19:07:37.435438
194,479,5,255.4,2025-09-26 19:07:37.435438
195,352,5,442.44,2025-09-24 19:07:37.435471
195,16,1,74.76,2025-09-24 19:07:37.435471
195,160,6,345.15,2025-09-24 19:07:37.435471
196,224,4,472.48,2025-09-23 19:07:37.435504
196,20,8,425.77,2025-09-23 19:07:37.435504
197,468,2,39.28,2025-08-30 19:07:37.435536
197,1,3,190.4,2025-08-30 19:07:37.435536
198,232,6,138.0,2025-08-16 19:07:37.435569
198,364,7,76.05,2025-08-16 19:07:37.435569
198,50,6,322.81,2025-08-16 19:07:37.435569
198,110,8,45.27,2025-08-16 19:07:37.435569
199,20,6,425.77,2025-09-02 19:07:37.435602
199,14,5,166.64,2025-09-02 19:07:37.435602
199,425,8,437.3,2025-09-02 19:07:37.435602
199,34,7,88.3,2025-09-02 19:07:37.435602
200,71,1,190.91,2025-10-09 19:07:37.435635
200,33,4,244.99,2025-10-09 19:07:37.435635
200,367,4,343.21,2025-10-09 19:07:37.435635
200,7,3,120.22,2025-10-09 19:07:37.435635
201,477,8,138.32,2025-09-26 19:07:37.435668
201,214,6,487.89,2025-09-26 19:07:37.435668
201,368,8,432.98,2025-09-26 19:07:37.435668
202,215,6,253.59,2025-09-10 19:07:37.435712
202,294,6,280.31,2025-09-10 19:07:37.435712
202,216,1,23.09,2025-09-10 19:07:37.435712
202,309,3,140.26,2025-09-10 19:07:37.435712
203,184,6,398.66,2025-09-28 19:07:37.435745
203,318,2,305.62,2025-09-28 19:07:37.435745
203,383,7,240.96,2025-09-28 19:07:37.435745
203,448,7,342.08,2025-09-28 19:07:37.435745
204,373,8,59.01,2025-08-22 19:07:37.435778
205,245,1,421.56,2025-10-04 19:07:37.435811
205,169,4,185.85,2025-10-04 19:07:37.435811
206,418,4,463.95,2025-10-02 19:07:37.435844
207,125,9,493.17,2025-10-06 19:07:37.435878
207,194,4,21.6,2025-10-06 19:07:37.435878
208,5,3,155.6,2025-09-23 19:07:37.435911
208,170,2,44.72,2025-09-23 19:07:37.435911
209,121,5,315.64,2025-08-20 19:07:37.435945
209,266,5,203.96,2025-08-20 19:07:37.435945
210,342,7,176.24,2025-09-07 19:07:37.435978
211,265,8,39.66,2025-10-10 19:07:37.436011
212,462,8,495.84,2025-09-08 19:07:37.436044
212,119,5,459.96,2025-09-08 19:07:37.436044
212,19,9,304.95,2025-09-08 19:07:37.436044
212,94,7,329.58,2025-09-08 19:07:37.436044
213,250,8,72.73,2025-10-27 19:07:37.436077
213,46,6,132.68,2025-10-27 19:07:37.436077
213,46,5,132.68,2025-10-27 19:07:37.436077
214,328,3,285.93,2025-09-08 19:07:37.436109
214,28,7,43.11,2025-09-08 19:07:37.436109
214,402,3,93.33,2025-09-08 19:07:37.436109
215,333,2,276.06,2025-09-17 19:07:37.436148
215,389,7,292.56,2025-09-17 19:07:37.436148
215,331,1,355.98,2025-09-17 19:07:37.436148
216,362,9,164.95,2025-10-05 19:07:37.436182
